OID,Source,Site Name,Address,City,Zip,ZipTxt,Hours of Operation,HoursJSON,Google Calendar JSON,Website,Phone,Email,lat,lng
179,CofBoston,Codman Global Ministries,670 Washington St.,Dorchester,02124,02124,Sat. 12:30 - 2:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""12:30""
""end"" : ""14:00""",,http://www.bostonpraiseradio.tv/,617-282-7794,pastorbrucewall@aol.com,42.2883001,-71.0707958
180,CofBoston,Simco's on the Bridge,1500 Blue Hill Ave,Mattapan,02124,02124,Sat. 3:00- 5:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""15:00""
""end"" : ""17:00""",,http://www.fairfoods.org/dollarbag.html,617-296-3800,,42.273144,-71.092668
181,GBFB Member Agency,St. Anne's Church Food Pantry,818 Middle St.,Fall River,02721,02721,Sat. 9:30am-12pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:30""
""end"" : ""12:00""",,,508-673-0852,,41.69347,-71.163164
182,GBFB Finder,Belmont Church of God Food Pantry,25 Marlboro Street,Belmont,02478,02478,"Sat: 10:30am-12:30am, 1st&3rd Week of month",,,,617-484-6371,,42.3769038,-71.1569531
183,GBFB Finder,Cambridgeport Baptist Church Food Pantry,459 Putnam Avenue,Cambridge,02139,02139,"Sat: 10am-12am, 1st&3rd Week of month",,,http://www.cambridgeportbaptist.org/,617-576-6779,,42.3589456,-71.1110015
184,GBFB Member Agency,Attleboro Area Council of Churches - Family Café at Evangelical Covenant Church,841 N. Main St.,Attleboro,02703,02703,Sat: 10am-12pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.attleborocovenant.org/,508-226-6221,carol@attleborocovenant.org,41.9677518,-71.2911634
185,GBFB Member Agency,Allston-Brighton Food Pantry,404 Washington Ave.,Brighton,02135,02135,Sat: 10am-1pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""13:00""",,http://www.brightonucc.org/,617-254-4046,,42.3488941,-71.1551827
186,GBFB Member Agency,Joseph's Storehouse,207 Highland Ave.,Salem,01970,01970,Sat: 10am-3pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""15:00""",,http://jshfoodpantry.com/,978-594-4423,,42.505226,-70.918931
187,GBFB Finder,Pilgrim Church Food Pantry,540 Columbia Road,Dorchester,02125,02125,Sat: 12am-1:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""12:00""
""end"" : ""13:30""",,,617-290-2950,,42.3159686,-71.0664712
188,GBFB Finder,Loaves & Fishes Meals Program,35 Magazine Street,Cambridge,02139,02139,Sat: 5pm-8pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""17:00""
""end"" : ""20:00""",,,617-497-7277,,42.3633394,-71.1064516
189,GBFB Member Agency,Attleboro Area Council of Churches Family Café at Waters Church,15 John Dietsch Blvd.,North Attleboro,02763,02763,Sat: 6-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""18:00""
""end"" : ""19:00""",,,508-222-2933,,41.972124,-71.29769
190,GBFB Member Agency,Norwood Ecumenical Food Pantry,150 Chapel St.,Norwood,02062,02062,"Sat: 7:30-11am, Thu: 8-9am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:00""
""end"" : ""09:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""07:30""
""end"" : ""11:00""",,http://www.gracenor.org/pantry.html,781-762-0959,,42.182511,-71.212341
191,CofBoston,Massachusetts Avenue Baptist Church Project Manna,146 Hampshire St.,Cambridge,02139,02139,Sat: 8:00-9:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""09:30""",,,617-868-4444,,42.3709417,-71.0977454
192,GBFB Member Agency,Lynn City Mission,10 Baltimore St.,Lynn,01902,01902,Sat: 8-9:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""09:30""",,,781-775-9349,,42.463059,-70.933871
193,GBFB Member Agency,Mass. Ave. Baptist Church Food Pantry,146 Hampshire St.,Cambridge,02139,02139,Sat: 8am-10:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""10:30""",,http://www.vinfen.org/,617-868-4853,,42.3709417,-71.0977454
194,GBFB Member Agency,"Steppingstone, Inc. Pleasant Street",522 North Main St.,New Bedford,02720,02720,Sat: 8am-10am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""10:00""",,http://steppingstoneinc.org/,508-674-2788,,41.7057956,-70.8907957
195,GBFB Member Agency,"DoorWays, Inc.",North St.,Seekonk,02771,02771,Sat: 8am-10am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""10:00""",,,508-761-8448,,41.8970421,-71.3220452
196,GBFB Member Agency,Sacred Heart Food Pantry Middleboro,340 Centre St.,Middleborough,02346,02346,"Sat: 8am-12, 1st & 3rd W: 9am-12, 2nd & 4th W: 5pm-8pm",,,http://sacredheartstrose.org/stvincent.html,508-947-0444,,41.8936313,-70.9140488
197,CofBoston,Resurrection Lutheran Church,94 Warren St,Roxbury,02119,02119,Sat: 8am-12am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:00""
""end"" : ""12:00""",,http://www.gbfb.org/need-food/index.php,617-427-2066,,42.327249,-71.082729
198,GBFB Member Agency,Our Neighbor's Table Pantry,145 Main St.,Amesbury,01913,01913,Sat: 9:30am-12pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:30""
""end"" : ""12:00""",,http://www.ourneighborstable.org/,978-388-1907,,42.855281,-70.9322779
199,Unaffiliated,Walpole Food Pantry,1303 Washington St.,Walpole,02081,02081,Sat: 9am-11am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""11:00""",,,508-668-7318,,42.126242,-71.246395
200,GBFB Finder,Chelsea Community Kitchen,101 Park Street,Chelsea,02150,02150,Sat: 9am-12am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,,617-800-2216,,42.3897327,-71.0378275
201,CofBoston,United Emmanuel Holiness Church,65 Windsor St.,Roxbury,02119,02119,"Sat: 9am-12am, 3rd week of mo.",,,http://www.gbfb.org/need-food/index.php,617-445-6933,,42.3350054,-71.0840231
202,GBFB Member Agency,St. Matthew's Church Food Pantry,33 Stanton St.,Dorchester Ctr,02124,02124,Sat: 9am-12pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,,617-436-3302,,42.2844087,-71.0799136
203,GBFB Member Agency,Saint Luke's/San Lucas Food Pantry,201 Washington Ave.,Chelsea,02150,02150,Sat: 9am-12pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://www.lukelucas.org/,617-884-4278,,42.3993219,-71.0317135
204,GBFB Member Agency,Holy Redeemer Church Our Daily Bread Food Pantry,56 Havre St.,East Boston,02128,02128,"Sun, W: 3-4pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""15:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""15:00""
""end"" : ""16:00""",,,617-597-5926,,42.3711703,-71.0399323
205,GBFB Finder,Anchor Baptist Church Pantry,29A Montvale Avenue,Woburn,01801,01801,"Sun, W: 6pm-7pm, Sat: 10:30am-11:30am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""18:00""
""end"" : ""19:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""18:00""
""end"" : ""19:00""",,,781-932-0765,,42.47934,-71.149236
206,GBFB Member Agency,Brockton Temple Seventh Day Adventist Food Pantry,235 Court St.,Brockton,02301,02301,"Sun: 1:30-3:30, last W. of mo. 12-1:30pm",,,,508-851-0477,,42.0857404,-71.0164861
207,GBFB Member Agency,Saint Vincent de Paul/Saint Edith Stein's Food Pantry,71 East Main St.,Brockton,02301,02301,Sun: 11am-12,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""11:00""
""end"" : ""12:00""",,,508-586-6491,,42.0987092,-71.0197515
208,,Islamic Multi Service Organization,724 Shawmut Ave.,Roxbury,02119,02119,"Sun: 2-3pm, Every 2nd Sun. of mo.",,,,617-331-0700,,42.3323062,-71.083579
209,GBFB Finder,The Table at Father Bill's & Mainspring,54 North Main Street,Brockton,02301,02301,"Sun-M, W, Thu, F, Sat: 12am-1:30pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Monday”]
""startsOn"" : ""06/03/2013""
""start"": ""12:00""
""end"" : ""13:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""12:00""
""end"" : ""13:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""13:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""12:00""
""end"" : ""13:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""12:00""
""end"" : ""13:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""12:00""
""end"" : ""13:30""",,,508-587-0877,,42.0866333,-71.0195859
210,GBFB Finder,St. Patrick's Church-Cor Unum Meal Center,191 Salem Street,Lawrence,01843,01843,Sun-Sat: 6am-6:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""06:00""
""end"" : ""18:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""06:00""
""end"" : ""18:30""",,,978-688-8900,,42.6972191,-71.1627002
211,GBFB Member Agency,Salvation Army Cambridge Food Pantry,402 Massachusetts Ave.,Cambridge,02139,02139,Sun-Sat: 8:30am-5:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:30""
""end"" : ""17:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""08:30""
""end"" : ""17:30""",,,617-547-3400,,42.3633155,-71.1002358
212,GBFB Finder,SMI/Lifebridge,56 Margin Street,Salem,01970,01970,Sun-Sat: 8:30am-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:30""
""end"" : ""19:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Sunday”]
""startsOn"" : ""06/09/2013""
""start"": ""08:30""
""end"" : ""19:00""",,,978-744-0500,,42.518457,-70.896651
213,GBFB Finder,SVDP/St. Patrick's Food Pantry Watertown,25 Chestnut Street,Watertown,02472,02472,"T, Th: 10am-11:45am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""11:45""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""11:45""",,,617-926-7121,,42.367523,-71.189841
214,GBFB Finder,Sacred Heart Church Food Pantry/Waltham,311 River Street,Waltham,02453,02453,Th: 4pm-5pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""16:00""
""end"" : ""17:00""",,,781-899-0469,,42.3732908,-71.2279821
215,GBFB Member Agency,Saint Anthony Shrine Franciscan Food Center,100 Arch St.,Boston,02110,02110,"Thu, Sat: 10am-1pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""13:00""",,http://www.stanthonyshrine.org/foodcenter.asp,617-542-6440,info@stanthonyshrine.org,42.3549113,-71.0584157
216,CofBoston,St. Botolph House,70 St. Botolph St.,South End,02116,02116,Thu: 1:00 - 2:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""13:00""
""end"" : ""14:00""",,http://www.fairfoods.org/dollarbag.html,,,42.3456321,-71.0797833
217,CofBoston,St Anthony Shrine/Franciscan Food Center,100 Arch St,Boston,02110,02110,"Thu: 11am-2pm, Sat: 10am-2pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""14:00""",,http://www.stanthonyshrine.org/foodcenter.asp,617-542-6440,,42.3549113,-71.0584157
218,GBFB Member Agency,Sacred Heart Tree of Life Pantry,589 Boston St.,Lynn,01901,01901,Thu: 12-2,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""14:00""",,https://sites.google.com/site/sacredheart01905/Home/Tree-of-life-food-pantry,781-599-2616,,42.4640025,-70.9742734
219,GBFB Member Agency,East Bridgewater Food Pantry,105 Pleasant St.,East Bridgewater,02333,02333,Thu: 12-2pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""14:00""",,,508-378-2874,,42.0348406,-70.9759979
220,GBFB Member Agency,Haley House Food Pantry,23 Dartmouth St.,Boston,02116,02116,Thu: 12am-1pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""13:00""",,http://www.haleyhouse.org/food_pantry,617-236-8132,,42.343729,-71.07393
221,GBFB Member Agency,American Red Cross New Bedford Pantry,593 Kempton St.,New Bedford,02740,02740,Thu: 1-6pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""13:00""
""end"" : ""18:00""",,,508-996-8286,,41.636551,-70.94157
222,GBFB Member Agency,Tobin Brigham Family Support Program,40 Smith St.,Roxbury,02120,02120,"Thu: 1pm-3pm, 2nd & 4th week of mo.",,,,617-427-2543,,42.333023,-71.098334
223,CofBoston,Amory St. Building,125 Amory St.,Jamaica Plain,02130,02130,Thu: 3 – 4 PM,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""15:00""
""end"" : ""16:00""",,http://www.fairfoods.org/dollarbag.html,,,42.3132744,-71.1053454
224,CofBoston,Whittier St Apartments ,180 Ruggles St ,Roxbury,02120,02120,Thu: 3:30 - 4:30,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""15:30""
""end"" : ""16:30""",,http://www.fairfoods.org/dollarbag.html,,,42.3340047,-71.0872818
225,GBFB Finder,Friends of Francis Food Pantry,441 Fellsway West,Medford,02155,02155,Thu: 3pm-4:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""15:00""
""end"" : ""16:30""",,,781-396-3400,,42.4267585,-71.1024092
226,GBFB Finder,Open Table Concord Food Pantry,105 Everett St.,Concord,01742,01742,Thu: 4pm-6:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""16:00""
""end"" : ""18:30""",,,978-369-2275,,42.454887,-71.348755
227,CofBoston,Cleveland Middle School,11 Charles St,Dorchester,02122,02122,Thu: 5:30 - 6:30,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""17:30""
""end"" : ""18:30""",,http://www.fairfoods.org/dollarbag.html,617-635-8631,,42.3006133,-71.061281
228,GBFB Finder,Harvard Square Churches Meal Program,"c/o Christ Church, Zero Garden Street",Cambridge,02138,02138,Thu: 5:30pm-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""17:30""
""end"" : ""19:00""",,,978-454-9119,,42.3754722,-71.1204525
229,GBFB Member Agency,Iglesia Christiana Torrente De Cedron Food Pantry,56 Franklin St.,Lynn,01902,01902,Thu: 5-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""17:00""
""end"" : ""19:00""",,,781-593-9931,,42.465525,-70.955085
230,GBFB Finder,Project Uplift of Union Baptist Church,874 Main Street,Cambridge,02139,02139,Thu: 5pm-6pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""17:00""
""end"" : ""18:00""",,,617-864-6885,,42.363174,-71.098998
231,GBFB Finder,Unitarian Universalist Church Pantry,147 High Street,Medford,02155,02155,"Thu: 6pm-7:30pm, 1st&3rd Week of month",,,,781-396-4549,,42.4203457,-71.115334
232,GBFB Member Agency,St. Anthony of Padua Food Pantry,1359 Achushnet Ave.,New Bedford,02746,02746,Thu: 8:30am-1:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""13:30""",,http://saintanthonynewbedford.com/,508-993-1691,paulabriden@yahoo.com,41.660144,-70.928067
233,CofBoston,Grant A.M.E./Self-Help,1906 Washington St,Roxbury,02118,02118,"Thu: 9:30am-4pm, 1st, 3rd week of mo.",,,http://www.gbfb.org/need-food/index.php,617-427-0670,,42.334363,-71.07914
234,GBFB Member Agency,Bethel Tabernacle Pentecostal Church,12 Bicknell St.,Dorchester,02121,02121,Thu: 9-12 ,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://betheltab.org/,617-282-6000,,42.296799,-71.082811
235,GBFB Member Agency,Bourne Friends Food Pantry,20 Commerce Park,Pocasset,02532,02532,"Thu: 9-12, 4th Thu of mo. 5-8pm, 3rs Sat. of mo. 9-12",,,http://www.bournecouncilonaging.org/foodpantry.html,508-759-3351,,41.699317,-70.586661
236,CofBoston,USCC/ Warwick House St. Katherine Drexel,175 Ruggles St.,Roxbury,02120,02120,Thu: 9am-11:45am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""11:45""",,http://www.gbfb.org/need-food/index.php,,,42.3343955,-71.0877648
237,GBFB Member Agency,First Baptist Church Hyannis Pantry,486 Main St.,Hyannisport,02601,02601,"Tue, F: 10-11:45am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""11:45""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""10:00""
""end"" : ""11:45""",,,508-775-1846,,41.651846,-70.287231
238,GBFB Member Agency,Saint Vincent de Paul/St. Francis Xavier,21 Cross St.,Hyannis,02601,02601,"Tue, F: 10-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://stfrancishyannis.homestead.com/StVdeP.html,508-775-3073,,41.648345,-70.286171
239,GBFB Member Agency,Salvation Army Brockton Food Pantry,216 Centre St.,Brockton,02303,02303,"Tue, F: 1-3pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""13:00""
""end"" : ""15:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""13:00""
""end"" : ""15:00""",,,508-583-1896,,42.083979,-71.0118701
240,GBFB Member Agency,Roslindale Food Pantry,25 Cummins Hwy.,Roslindale,02131,02131,"Tue, Sat: 3-5pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""15:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""15:00""
""end"" : ""17:00""",,http://roscon.org/,617-323-8302,,42.285649,-71.1275239
241,GBFB Finder,Hudson Community Food Pantry,28 Houghton Street,Hudson,01749,01749,"Tue, Sat: 9am-10:30am, Thu: 7pm-8:30pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""10:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""19:00""
""end"" : ""20:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""09:00""
""end"" : ""10:30""",,,978-562-2222,,42.3896958,-71.5659773
242,GBFB Member Agency,The Family Pantry Damien's Place,3065 Cranberry Hwy,East Wareham,02538,02538,"Tue, Thu, Sat: 10am -12pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,508-993-1010,,41.7566955,-70.6521368
243,GBFB Member Agency,Greater Fall River Food Pantry,228 North Main St.,Fall River,02720,02720,"Tue, Thu: 10-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,401-624-6309,,41.70509,-71.155261
